1365618674247282.2 4412322316226543.0
1357914267528242.8 4381891501052565.0
1350209860809203.2 4351170318820378.0
1342633971201838.5 4320581730065999.5
1335058081594473.8 4290232486750636.0
1327608540513347.8 4259738559493275.5
1320158999432221.8 4229250263362027.0
1312709458351095.8 4198214889842258.5
1305384182813783.8 4167409746801441.5
1298058907276471.8 4136494324595802.0
1290855842837430.2 4105410241451027.0
1283652778398388.8 4074636298832225.0
1276569842075193.0 4043690450110377.5
1269486905751997.2 4012836569631909.5
1262522128698297.8 3981908797538561.0
1255557351644598.2 3951228867918870.0
1248592574590898.8 3920114462115592.5
1241743959428553.8 3889221470539468.0
1234895344266208.8 3858219780267497.5
1228160979216270.5 3827363805390937.0
1221426614166332.2 3796575082505846.0
1214804558919333.2 3766308321020801.0
1208182503672334.2 3736143798776585.0
1201670932048520.2 3705995253028320.0
1195159360424706.2 3675859760158766.5
1188756389184556.0 3645901226824902.5
1182353417944405.8 3616190403485847.0
1176057277978111.8 3586779452650166.0
1169761138011817.8 3557594913842467.0
1163464998045523.8 3528259955933456.0
1157273863178421.5 3499330198575300.0
1151082728311319.2 3470268842350165.5
1144994857969210.5 3441746183340685.0
1138906987627101.8 3413384094253861.0
1132920669771397.5 3385512707841279.0
1126934351915693.2 3357576164850242.5
1121047903038324.5 3329917632616622.0
1115161454160955.8 3302289138861732.0
1109373190757670.5 3275120223848241.5
1103584927354385.2 3248124715578694.5
1097893194455268.8 3221390043286726.0
1092201461556152.2 3194694937251552.5
1086604689789211.0 3168388812277235.5
1081007918022269.8 3142286241694759.5
1075504480950017.2 3116690357073761.0
1070001043877764.8 3091092804786189.0
1064589429199426.1 3066042964306814.5
1059177814521087.5 3041048083067812.5
1053766199842748.9 3016304708352814.0
1048444838188239.4 2992128391781453.0
1043123476533729.9 2968098541978922.5
1037890884134703.1 2944597233088196.5
1032658291735676.4 2921139243930178.5
1027512984825694.8 2898438227435459.5
1022367677915713.1 2875778910717156.5
1017308201260131.0 2853893531383591.5
1012248724604548.9 2832008499839387.5
1007273622969993.2 2810833575402413.0
1002298521335437.6 2789728070586680.5
997323419700882.0 2768845171699693.5
992431323455718.2 2748510929789604.0
987539227210554.5 2728169930557232.0
982728738188811.0 2708489771842573.5
977918249167067.5 2688812647748167.5
973107760145324.0 2669374188536700.0
968377508714730.1 2650316242547288.0
963647257284136.2 2631293836045326.0
958995902348666.9 2612762246307030.5
954344547413197.5 2594230755424177.5
949770776407983.4 2575951676620850.0
945197005402769.2 2557746263029993.5
940623234397555.1 2539591956781037.5
936125763292064.1 2521694854098417.5
931628292186573.1 2503882347572932.0
927205836952818.0 2486170943561211.5
922783381719062.9 2468453403154734.0
918360926485307.8 2450730155960049.5
914012231626457.0 2433236155577524.0
909663536767606.2 2415749708404353.5
905387375322438.0 2398438109503387.5
901111213877269.8 2381186400555716.5
896835052432101.5 2363823228598647.5
892630225972458.4 2346596336627542.5
888425399512815.2 2329567931741411.0
884290738144240.5 2312540540723230.5
880156076775665.8 2295599175021730.0
876021415407091.0 2278530947299845.0
871955692169635.2 2261735222606216.0
867889968932179.5 2244878923773886.2
863892070998787.8 2228240774855283.2
859894173065396.0 2211725924535894.2
855962973343117.0 2195286141098304.2
852031773620838.0 2178853124152418.2
848100573898559.0 2162136691601634.2
844234931028545.8 2145893354026861.2
840369288158532.5 2129762191439986.8
836568146381767.8 2113555793751164.0
832767004605003.0 2097356405306063.5
829029251096976.5 2081120361795132.8
825291497588950.0 2064955162199229.2
821553744080923.5 2048578063839033.8
817878337350422.8 2032446296571512.8
814202930619922.0 2016196916357282.5
810588843442903.1 2000035238605879.8
806974756265884.2 1984038433294466.2
803420947151770.9 1967898230433217.8
799867138037657.5 1951828865186921.8
796372608296106.4 1935784253601455.0
792878078554555.2 1919869417357967.8
789441843763664.0 1903862596072979.0
786005608972772.8 1887951166103256.8
782569374181881.5 1871927928439547.2
779190449918475.5 1856183804077224.2
775811525655069.5 1840280206631083.0
772488970296843.4 1824761159726346.0
769166414938617.2 1809275421234314.0
765899272598005.6 1793862671719997.8
762632130257394.0 1778670601863287.8
759419487845792.2 1763516559206236.0
756206845434190.5 1748384905704102.2
753047804129526.2 1733303930387278.5
749888762824862.0 1718412749335587.8
746782395275179.4 1703461516025085.5
743676027725496.8 1688678394607888.2
740621492175488.9 1673971425940540.0
737566956625481.0 1659279918125502.2
734563368522152.5 1644668304295184.0
731559780418824.0 1630196921415415.5
728556192315495.5 1615523049023957.0
725602709906084.4 1601197303961739.8
722649227496673.2 1586773817975372.5
719744994761885.0 1572542807303059.5
716840762027096.8 1558300182979278.0
713984980013766.1 1544290546549619.5
711129198000435.5 1530196712675395.8
708321067757305.8 1516412275130145.2
705512937514176.0 1502518405623032.8
702751631556607.9 1488933593595297.0
699990325599039.8 1475338253004626.2
697275073507887.0 1461953893814595.0
694559821416734.2 1448615675283811.8
691889881307823.6 1435430667233405.8
689219941198913.0 1422354695145120.5
686594528388474.4 1409448865128077.0
683969115578035.8 1396619541275937.0
681387488181896.0 1384009233418991.2
678805860785756.2 1371439291378193.2
676267305453761.1 1359134417532930.2
673728750121766.0 1346863255935705.8
671232539237229.0 1334850532199436.0
668736328352692.0 1322864076192915.2
666281748565776.9 1311149627779509.5
663827168778861.8 1299464789459266.5
661413535273751.2 1288034402981931.2
658999901768640.8 1276644351843017.5
656586268263530.2 1265284954824681.5
654212896224089.1 1254171458058753.0
651839524184648.0 1243065016021199.5
649505743062545.5 1232206671638644.2
647171961940443.0 1221360430519414.0
644877101186394.1 1210737338700887.8
642582240432345.2 1200147865229419.8
640325672298252.4 1189758798689894.5
638069104164159.5 1179412810282893.5
635850158102010.1 1169257291141195.5
633631212039860.8 1159144601332620.5
631412265977711.4 1149041917688068.2
629230342773108.6 1139155161174171.8
627048419568505.9 1129294096415798.0
624902905739566.4 1119618759656581.0
622757391910626.9 1109978646239907.9
620647645444629.5 1100541692927632.9
618537898978632.1 1091129384231500.6
616428152512634.8 1081780829814948.9
614353602728247.1 1072607515100422.4
612279052943859.5 1063472115794058.2
610239114894171.6 1054537215635753.9
608199176844483.8 1045636033963236.1
606193265582903.4 1036953422716531.6
604187354321323.0 1028283544193845.8
602181443059742.6 1019704725590964.6
600208987906528.1 1011288952765975.0
598236532753313.6 1002912369411309.5
596296977295573.6 994737687266073.2
594357421837833.6 986568431284858.0
592450223929527.4 978630314617091.4
590543026021221.1 970697230767339.9
588635828112914.9 962842357337498.0
586760438474735.2 955147122074221.8
584885048836555.6 947465763196608.0
583040939589630.2 940005232964323.5
581196830342704.9 932547737585766.5
579352721095779.5 925148427612690.1
577539378627768.1 917919166135305.8
575726036159756.8 910690200353977.0
573942939726007.6 903679445507271.5
572159843292258.5 896673254816356.4
570376746858509.4 889699780063870.8
568623389980266.5 882910107928725.8
566870033102023.6 876118865165422.8
565116676223780.8 869410947977321.6
563392573822723.0 862835458985064.0
561668471421665.25 856257335983107.4
559973117020309.2 849889006266846.8
558277762618953.1 843521359127752.8
556582408217597.06 837184428452036.0
554915338138056.06 831017437669428.1
553248268058515.06 824845197199956.5
551581197978974.06 818724817003052.9
549941941409777.4 812750206819713.5
548302684840580.7 806769562810711.0
546663428271384.0 800887676421492.5
545051507269067.0 795113310019526.0
543439586266750.0 789333736177388.0
541827665264433.0 783661912716124.1
540242637551543.8 778082688727648.2
538657609838654.6 772492414594492.5
537099011738261.0 767098244297362.8
535540413637867.4 761692504164063.5
533981815537473.75 756265983871357.0
532449226172558.4 751041941107671.9
530916636807643.0 745807443211751.2
529384047442727.6 740565159121723.2
527877017403208.7 735522246051421.5
526369987363689.75 730473006853801.0
524862957324170.8 725428862110088.1
523381065733667.2 720573091458269.4
521899174143163.56 715715142991462.9
520417282552659.94 710846102873459.0
518960108534472.5 706162046928007.5
517502934516285.06 701471875205709.1
516045760498097.6 696765913419250.0
514588586479910.2 692145524713539.8
513155723424826.3 687603534969211.5
511722860369742.44 683049431444438.6
510289997314658.56 678543005341440.6
508881031479881.5 674160181499773.0
507472065645104.44 669771549671893.9
506063099810327.4 665422880636310.0
504677638853176.8 661223928833069.1
503292177896026.25 657015843729160.5
501906716938875.7 652795490565850.5
500544361383723.3 648746763039638.0
499182005828570.94 644687322576466.8
497819650273418.56 640614954849783.6
496457294718266.2 636597298264013.0
495117666489441.1 632671264026553.2
493778038260616.06 628727277922026.1
492438410031791.0 624781694987295.5
491121123920674.4 620994719936981.1
489803837809557.75 617190763967827.4
488486551698441.1 613371922540003.2
487169265587324.5 609617723264397.4
485873957784936.9 605947056855052.5
484578649982549.25 602271938989418.2
483283342180161.6 598588518086309.4
482009641745052.6 595041703089800.8
480735941309943.6 591481719654132.1
479462240874834.6 587907071042127.2
478188540439725.6 584349572707869.8
476936083563233.9 580880892369287.9
475683626686742.1 577395583259273.9
474431169810250.4 573886601160374.5
473178712933758.6 570417066633735.5
471947142941443.1 566989370727987.1
470715572949127.6 563543391558257.6
469484002956812.1 560106393148924.4
468272984573394.25 556760770991388.06
467061966189976.4 553396897425925.5
465850947806558.5 550012954156108.4
464639929423140.6 546661189137356.8
463449105974338.44 543361494521409.9
462258282525536.25 540042617022457.25
461067459076734.06 536724281859777.8
459896495288064.2 533485483845805.44
458725531499394.3 530223704297095.9
457554567710724.44 526938061732371.4
456383603922054.56 523663499352751.4
455232178785724.9 520477890512941.1
454080753649395.2 517279517059668.8
452929328513065.5 514054784750459.3
451777903376735.8 510824535131000.0
450645681618740.06 507620875369830.56
449513459860744.3 504381151781557.75
448381238102748.56 501113200671471.94
447267905848719.8 497911628014044.1
446154573594691.06 494682090629021.3
445041241340662.3 491396623968166.94
443927909086633.56 488028507732214.2
