0.00000  5.00000e+20
      10840.4,-2.0
      8722.31,-3.0
      8457.34,-3.25
      8456.33,-3.50
      7906.56,-3.75
      7592.64,-4.0
      7193.39,-4.25
      6710.00,-4.50
      5811.77,-4.75
      5074.72,-5.0
      4599.06,-5.15
      4378.16,-5.3
      3861.54,-5.45
      3530.86,-5.60
      3134.81,-5.75
      2811.11,-5.90
      2443.13,-6.0
      2511.89,-6.05
      1327.21,-6.35
      838.473,-6.50
      598.147,-6.65
      552.536,-6.79
      434.093,-6.80
      294.316,-6.85
      292.292,-6.92
      214.437,-6.95
      190.022,-7.0
      210.928,-7.1
      87.2263,-7.25
      133.702,-7.4
      118.698,-7.55
      130.376,-7.7
      240.107,-7.85
      158.525,-8.0
5.00000e+20  1.00000e+21
      9186.09,-2.0
      8149.11,-3.0
      7913.44,-3.25
      7893.92,-3.50
      7373.06,-3.75
      6978.01,-4.0
      6256.90,-4.25
      5074.05,-4.50
      4172.72,-4.75
      3443.75,-5.0
      2865.05,-5.15
      2517.84,-5.3
      2178.37,-5.45
      1832.59,-5.60
      1493.92,-5.75
      1209.00,-5.90
      959.629,-6.0
      754.130,-6.05
      119.950,-6.35
      146.557,-6.50
      138.276,-6.65
      182.748,-6.79
      136.438,-6.80
      152.893,-6.85
      121.171,-6.92
      124.481,-6.95
      136.817,-7.0
      106.368,-7.1
      45.1683,-7.25
      57.8153,-7.4
      99.3798,-7.55
      165.869,-7.7
      219.198,-7.85
      214.350,-8.0
1.00000e+21  1.50000e+21
      8876.46,-2.0
      7902.44,-3.0
      7655.17,-3.25
      7675.36,-3.50
      7025.18,-3.75
      6278.33,-4.0
      5204.03,-4.25
      4510.68,-4.50
      3653.77,-4.75
      2860.39,-5.0
      2240.64,-5.15
      1677.67,-5.3
      1644.07,-5.45
      1379.79,-5.60
      985.628,-5.75
      557.653,-5.90
      284.551,-6.0
      185.153,-6.05
      118.742,-6.35
      148.432,-6.50
      151.296,-6.65
      190.710,-6.79
      124.576,-6.80
      152.245,-6.85
      139.309,-6.92
      125.382,-6.95
      140.804,-7.0
      127.955,-7.1
      68.9653,-7.25
      80.0209,-7.4
      90.5381,-7.55
      199.289,-7.7
      260.165,-7.85
      335.848,-8.0
1.50000e+21  2.00000e+21
      8710.91,-2.0
      7718.13,-3.0
      7493.25,-3.25
      7389.34,-3.50
      6713.61,-3.75
      5427.78,-4.0
      4784.36,-4.25
      4000.57,-4.50
      3371.09,-4.75
      2650.12,-5.0
      1960.73,-5.15
      1253.41,-5.3
      1135.55,-5.45
      836.445,-5.60
      368.848,-5.75
      113.784,-5.90
      105.698,-6.0
      72.6679,-6.05
      124.586,-6.35
      147.134,-6.50
      129.856,-6.65
      140.373,-6.79
      106.980,-6.80
      105.186,-6.85
      139.717,-6.92
      104.386,-6.95
      151.847,-7.0
      97.3433,-7.1
      84.3484,-7.25
      108.406,-7.4
      89.7379,-7.55
      203.127,-7.7
      266.234,-7.85
      371.008,-8.0
2.00000e+21  2.50000e+21
      8562.72,-2.0
      7553.66,-3.0
      7208.05,-3.25
      7291.67,-3.50
      6070.61,-3.75
      5106.22,-4.0
      4611.44,-4.25
      3830.64,-4.50
      3122.11,-4.75
      2202.54,-5.0
      1352.08,-5.15
      773.871,-5.3
      625.926,-5.45
      137.995,-5.60
      88.9719,-5.75
      73.3728,-5.90
      74.8967,-6.0
