0.00000,5.00000e+20
      10312.6,-2.0
      8625.26,-3.0
      8354.07,-3.25
      8353.28,-3.50
      7800.00,-3.75
      7470.42,-4.0
      7069.78,-4.25
      6421.92,-4.50
      5484.82,-4.75
      4934.50,-5.0
      4514.98,-5.15
      4128.11,-5.3
      3807.24,-5.45
      3135.54,-5.60
      3152.69,-5.75
      2549.28,-5.90
      2649.46,-6.0
      2534.10,-6.05
      1192.13,-6.35
      647.628,-6.50
      521.370,-6.65
      345.834,-6.79
      156.005,-6.80
      144.971,-6.85
      186.758,-6.92
      277.650,-6.95
      175.333,-7.0
      191.339,-7.1
      192.927,-7.25
      89.8231,-7.4
      106.139,-7.55
      250.818,-7.7
      62.1376,-7.85
      118.425,-8.0
5.00000e+20,1.00000e+21
      9086.11,-2.0
      8079.07,-3.0
      7832.67,-3.25
      7833.97,-3.50
      7270.84,-3.75
      6866.87,-4.0
      5848.78,-4.25
      4875.35,-4.50
      3917.81,-4.75
      3373.38,-5.0
      3017.64,-5.15
      2666.87,-5.3
      2362.98,-5.45
      1629.02,-5.60
      1333.75,-5.75
      1062.09,-5.90
      981.036,-6.0
      721.005,-6.05
      160.080,-6.35
      142.868,-6.50
      170.068,-6.65
      108.317,-6.79
      109.096,-6.80
      118.079,-6.85
      85.9237,-6.92
      107.042,-6.95
      98.6218,-7.0
      70.4127,-7.1
      163.779,-7.25
      65.4813,-7.4
      102.047,-7.55
      243.655,-7.7
      120.806,-7.85
      210.706,-8.0
1.00000e+21,1.50000e+21
      8798.37,-2.0
      7830.78,-3.0
      7564.74,-3.25
      7579.14,-3.50
      6926.71,-3.75
      5692.90,-4.0
      5055.96,-4.25
      4176.27,-4.50
      3540.51,-4.75
      2295.68,-5.0
      2243.43,-5.15
      2003.96,-5.3
      1584.10,-5.45
      1174.87,-5.60
      631.080,-5.75
      267.108,-5.90
      288.772,-6.0
      176.055,-6.05
      142.907,-6.35
      125.126,-6.50
      202.337,-6.65
      135.911,-6.79
      112.492,-6.80
      140.107,-6.85
      113.719,-6.92
      119.899,-6.95
      122.918,-7.0
      79.6212,-7.1
      204.627,-7.25
      85.7836,-7.4
      156.725,-7.55
      326.624,-7.7
      114.591,-7.85
      264.566,-8.0
1.50000e+21,2.00000e+21
      8625.24,-2.0
      7630.84,-3.0
      7380.04,-3.25
      7372.31,-3.50
      6368.68,-3.75
      5262.35,-4.0
      4609.32,-4.25
      3633.48,-4.50
      3087.91,-4.75
      2080.91,-5.0
      2020.90,-5.15
      1612.34,-5.3
      1015.40,-5.45
      308.164,-5.60
      119.733,-5.75
      96.2158,-5.90
      113.306,-6.0
      88.5784,-6.05
      135.652,-6.35
      134.291,-6.50
      151.247,-6.65
      132.765,-6.79
      111.653,-6.80
      124.319,-6.85
      95.8731,-6.92
      106.381,-6.95
      102.951,-7.0
      89.6503,-7.1
      168.071,-7.25
      94.9264,-7.4
      106.139,-7.55
      317.945,-7.7
      143.098,-7.85
      262.280,-8.0
2.00000e+21,2.50000e+21
      8489.79,-2.0
      7468.25,-3.0
      7243.63,-3.25
      7092.53,-3.50
      5607.01,-3.75
      4998.07,-4.0
      4360.25,-4.25
      3285.49,-4.50
      2467.23,-4.75
      1572.10,-5.0
      1110.23,-5.15
      657.232,-5.3
      240.296,-5.45
      89.5068,-5.60
      71.8403,-5.75
      86.6813,-5.90
      130.342,-6.0
      128.343,-6.05
      151.853,-6.35
      120.724,-6.50
      140.896,-6.65
      137.477,-6.79
      120.774,-6.80
      77.3576,-6.85
      95.7599,-6.92
      103.248,-6.95
      95.5934,-7.0
      88.3047,-7.1
      186.705,-7.25
      65.1762,-7.4
      86.3319,-7.55
      320.066,-7.7
      112.899,-7.85
      153.394,-8.0
2.50000e+21,3.00000e+21
      8359.70,-2.0
      7276.15,-3.0
      6910.32,-3.25
      6897.80,-3.50
      5357.17,-3.75
      4774.84,-4.0
      4009.42,-4.25
      2948.62,-4.50
      2208.62,-4.75
      1307.18,-5.0
      176.005,-5.15
      108.673,-5.3
      68.6795,-5.45
      95.1764,-5.60
      72.5552,-5.75
      89.0622,-5.90
      130.408,-6.0
      202.716,-6.05
      133.793,-6.35
      117.530,-6.50
      126.353,-6.65
      120.184,-6.79
      125.086,-6.80
      111.800,-6.85
      92.5512,-6.92
      88.7592,-6.95
      85.5987,-7.0
      85.7698,-7.1
      154.042,-7.25
