0.00000,5.00000e+20
      10147.0,-2.0
      8591.64,-3.0
      8329.60,-3.25
      8317.60,-3.50
      7829.42,-3.75
      7534.30,-4.0
      7192.14,-4.25
      6822.54,-4.50
      6131.64,-4.75
      5102.86,-5.0
      5102.86,-5.15
      4857.37,-5.3
      4613.19,-5.45
      4142.98,-5.60
      4167.26,-5.75
      3509.57,-5.90
      3741.44,-6.0
      3521.75,-6.05
      3257.08,-6.35
      2741.19,-6.50
      2411.31,-6.65
      2177.58,-6.79
      2154.86,-6.80
      2077.28,-6.85
      1671.86,-6.92
      1475.92,-6.95
      1375.01,-7.0
      1059.37,-7.1
      723.616,-7.25
      507.634,-7.4
      349.428,-7.55
      290.683,-7.7
      169.544,-7.85
      201.873,-8.0
5.00000e+20,1.00000e+21
      9056.84,-2.0
      8100.07,-3.0
      7870.93,-3.25
      7906.39,-3.50
      7421.82,-3.75
      7138.12,-4.0
      6369.60,-4.25
      5537.41,-4.50
      4858.40,-4.75
      4257.90,-5.0
      4257.90,-5.15
      3782.02,-5.3
      3518.62,-5.45
      3146.38,-5.60
      2948.41,-5.75
      2439.51,-5.90
      2625.13,-6.0
      2398.93,-6.05
      1489.62,-6.35
      1218.40,-6.50
      658.606,-6.65
      544.894,-6.79
      541.648,-6.80
      468.850,-6.85
      292.563,-6.92
      283.223,-6.95
      202.365,-7.0
      166.426,-7.1
      200.610,-7.25
      164.871,-7.4
      259.549,-7.55
      328.003,-7.7
      121.500,-7.85
      137.634,-8.0
1.00000e+21,1.50000e+21
      8804.08,-2.0
      7889.76,-3.0
      7652.54,-3.25
      7664.66,-3.50
      7186.52,-3.75
      6567.86,-4.0
      5520.38,-4.25
      5042.74,-4.50
      4479.09,-4.75
      4175.88,-5.0
      4175.88,-5.15
      3597.36,-5.3
      3282.46,-5.45
      2889.39,-5.60
      2613.66,-5.75
      2227.46,-5.90
      1828.92,-6.0
      1657.79,-6.05
      741.512,-6.35
      418.004,-6.50
      270.352,-6.65
      170.339,-6.79
      184.195,-6.80
      158.372,-6.85
      197.027,-6.92
      206.241,-6.95
      184.849,-7.0
      110.360,-7.1
      151.887,-7.25
      145.964,-7.4
      290.647,-7.55
      298.250,-7.7
      101.739,-7.85
      120.981,-8.0
1.50000e+21,2.00000e+21
      8634.96,-2.0
      7761.72,-3.0
      7488.94,-3.25
      7489.54,-3.50
      6866.54,-3.75
      5898.40,-4.0
      5283.50,-4.25
      4508.56,-4.50
      4533.82,-4.75
      4178.59,-5.0
      4178.59,-5.15
      3407.44,-5.3
      2988.63,-5.45
      2627.61,-5.60
      2142.82,-5.75
      1693.12,-5.90
      1407.98,-6.0
      1200.97,-6.05
      307.391,-6.35
      222.277,-6.50
      180.042,-6.65
      214.266,-6.79
      191.539,-6.80
      161.326,-6.85
      151.777,-6.92
      150.823,-6.95
      153.488,-7.0
      115.379,-7.1
      136.042,-7.25
      132.126,-7.4
      280.345,-7.55
      267.579,-7.7
      67.7843,-7.85
      86.2184,-8.0
2.00000e+21,2.50000e+21
      8507.70,-2.0
      7583.87,-3.0
      7298.69,-3.25
      7356.53,-3.50
      6580.45,-3.75
      5559.70,-4.0
      5055.17,-4.25
      4254.59,-4.50
      3699.66,-4.75
      3801.64,-5.0
      3801.64,-5.15
      2951.83,-5.3
      2565.17,-5.45
      2119.32,-5.60
      1545.67,-5.75
      1281.61,-5.90
      713.810,-6.0
      603.223,-6.05
      194.553,-6.35
      169.781,-6.50
      219.410,-6.65
      176.500,-6.79
      218.334,-6.80
      183.540,-6.85
      136.985,-6.92
      104.180,-6.95
      124.151,-7.0
      116.543,-7.1
      76.8009,-7.25
      169.429,-7.4
      303.644,-7.55
      221.667,-7.7
      75.9450,-7.85
      83.6587,-8.0
2.50000e+21,3.00000e+21
      8392.88,-2.0
      7441.20,-3.0
      7125.86,-3.25
      7109.97,-3.50
      5975.63,-3.75
      5364.92,-4.0
      4678.87,-4.25
      4291.48,-4.50
      3393.49,-4.75
      3039.23,-5.0
      3039.23,-5.15
      2293.71,-5.3
      2014.10,-5.45
      1676.37,-5.60
      989.102,-5.75
      723.943,-5.90
      481.539,-6.0
      478.819,-6.05
      200.190,-6.35
      160.472,-6.50
      184.338,-6.65
      152.824,-6.79
      181.985,-6.80
      175.561,-6.85
      104.717,-6.92
      103.818,-6.95
      104.157,-7.0
      78.8586,-7.1
      86.5112,-7.25
      177.728,-7.4
      290.896,-7.55
      197.265,-7.7
      76.0356,-7.85
      91.4895,-8.0
3.00000e+21,3.50000e+21
      8284.37,-2.0
      7263.84,-3.0
      6896.92,-3.25
      6858.65,-3.50
      5743.41,-3.75
      5354.76,-4.0
      4507.18,-4.25
      4144.07,-4.50
      3507.40,-4.75
      2283.13,-5.0
      2283.13,-5.15
      2102.69,-5.3
      1777.42,-5.45
      1401.27,-5.60
      788.911,-5.75
      515.969,-5.90
      297.040,-6.0
      300.504,-6.05
      210.304,-6.35
      174.610,-6.50
      154.500,-6.65
      151.386,-6.79
      213.415,-6.80
      176.740,-6.85
      89.7249,-6.92
      87.8770,-6.95
      113.132,-7.0
      101.602,-7.1
      67.2468,-7.25
      122.049,-7.4
      242.314,-7.55
      205.614,-7.7
      88.1095,-7.85
      126.350,-8.0
3.50000e+21,4.00000e+21
      8187.26,-2.0
      7098.94,-3.0
      6765.87,-3.25
      6720.08,-3.50
      5567.40,-3.75
      5131.00,-4.0
      4122.51,-4.25
      3960.85,-4.50
      2742.34,-4.75
      2377.16,-5.0
      2377.16,-5.15
      1690.03,-5.3
      1535.29,-5.45
      1032.89,-5.60
      517.933,-5.75
      385.382,-5.90
      284.153,-6.0
      271.089,-6.05
      218.153,-6.35
      158.259,-6.50
      140.454,-6.65
      145.872,-6.79
      232.093,-6.80
      158.654,-6.85
      63.3315,-6.92
      110.803,-6.95
      110.007,-7.0
      83.4605,-7.1
      65.4124,-7.25
      114.746,-7.4
